DATASET;INSTITUTION_NAME;INSTITUTION_CODE;COLLECTION_CODE;CATALOG_NUMBER;REG_ID;SPECIES_NAME;INSTITUTION_CODE_1;LATITUDE;LONGITUDE;GEO_PRECISION_LEVEL;GEOREFERENCING_COMMENTS;REGISTERED_BY;SACC;YEAR;MONTH;DAY;ORIGINAL_DATE;COUNTRY;DEPARTMENT;MUNICIPALITY;STANDARDIZD_LOCALITY;ORIGINAL_LOCALITY;ORIGINAL_ELEVATION;COMMENTS ON ID;MIGRATORY;RECORD_ID;SEX
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4273714274;385587;Setophaga castanea;USNM;802;-7707;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;3225;1950;3;14;3/14/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-427371,4273824;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4273724274;385588;Setophaga castanea;USNM;8050132;-77094112;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;3225;1950;3;6;3/06/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-427372,4274231;UNKNOWN
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4274134389;701407;Icterus spurius;USNM;8428491;-76781741;5;Coordenadas corresponden a la cabecera municipal de Necoclí;M. Carriker;3296;1950;2;6;2/06/1950;Colombia;Antioquia;Necoclí;Necoclí, Gulf of Urabá;Nicocli, Gulf of Uruba;;;1;-;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4274144389;427599;Icterus spurius;USNM;8050132;-77094112;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;3296;1950;3;3;3/03/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-427414,4388708;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4274154389;427595;Icterus spurius;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;3296;1949;12;30;12/30/1949;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Uruba;;;1;USNM-427415,4388709;MALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4274164389;701324;Icterus galbula;USNM;8428491;-76781741;5;Coordenadas corresponden a la cabecera municipal de Necoclí;M. Carriker;3299;1950;2;10;2/10/1950;Colombia;Antioquia;Necoclí;Necoclí, Gulf of Urabá;Nicocli, Gulf of Uruba;;;1;-;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4274174389;426358;Icterus galbula;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;3299;1949;12;30;12/30/1949;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Uruba;;;1;USNM-427417,4388699;FEMALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4274994215;713704;Piranga rubra;USNM;8428491;-76781741;5;Coordenadas corresponden a la cabecera municipal de Necoclí;M. Carriker;3174;1950;2;8;2/08/1950;Colombia;Antioquia;Necoclí;Necoclí, Gulf of Urabá;Nicocli, Gulf of Uraba;;;1;-;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4275004215;495492;Piranga rubra;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;3174;1950;1;13;1/13/1950;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Uruba;;;1;USNM-427500,4215466;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4275014215;495493;Piranga rubra;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;3174;1949;12;31;12/31/1949;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Uruba;;;1;USNM-427501,4215467;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";427716433;523193;Spiza americana;USNM;8050132;-77094112;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;3202;1950;3;11;3/11/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-427716,432955;MALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4287144091;727788;Tyrannus tyrannus;USNM;2399994;-75899962;5;Coordenada del casco urbano, se completa altura y municipio;M. Carriker;2398;1952;4;10;4/10/1952;Colombia;Huila;La Plata;La Plata;La Plata;;KEN;1;-;FEMALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4287724091;681958;Buteo platypterus;USNM;2301746;-76240006;5;Se predispone localidad Las Tijeras por Tijeras, corresponde distribucion de la especie;M. Carriker;390;1952;2;26;2/26/1952;Colombia;Huila;La Plata;Tijeras;Tijeras;;;1;-;FEMALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4288924092;725672;Tringa solitaria;USNM;2301746;-76240006;5;Se predispone localidad Las Tijeras por Tijeras, corresponde distribucion de la especie;M. Carriker;517;1952;3;4;3/04/1952;Colombia;Huila;La Plata;Tijeras;Tijeras;;;1;-;MALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4368474269;691768;Setophaga fusca;USNM;6410585;-76073597;3;Coordenadas se ubican en la hacienda La Ilusión, sobre el río Urrao a 2728 msnm;M. Carriker;3226;1951;9;17;9/17/1951;Colombia;Antioquia;Urrao;La Ilusión Hacienda, río Urrao (2728m);Hacienda La Ilusion, Rio Urrao;2728;;1;-;MALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4368484269;691767;Setophaga fusca;USNM;6410585;-76073597;3;Coordenadas se ubican en la hacienda La Ilusión, sobre el río Urrao a 2728 msnm;M. Carriker;3226;1951;9;9;9/09/1951;Colombia;Antioquia;Urrao;Frontino páramo base de, Hacienda La Ilusión, río Urrao (2728m);Hacienda La Ilusion, Rio Urrao - base of Paramo Frontino;2728;;1;-;MALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4370214216;713707;Piranga rubra;USNM;6410585;-76073597;3;Coordenadas se ubican en la hacienda La Ilusión, sobre el río Urrao a 2728 msnm;M. Carriker;3174;1951;9;26;9/26/1951;Colombia;Antioquia;Urrao;La Ilusión Hacienda, río Urrao (2728m);Rio Urrao, Hcda. La Ilusion;2728;;1;-;MALE
Aves Colombia [310112];American Museum of Natural History;AMNH;Bird;438510;707678;Myiodynastes maculatus;AMNH;42166667;-7498333333;7;;A. Allen & L.E. Miller;2389;1911;10;12;10/12/1911;Colombia;Tolima;Espinal;Chicoral, río Coello;Chicoral Coello R., Tolimo;;;1;-;MALE
Aves Colombia [310112];American Museum of Natural History;AMNH;Bird;438511;707656;Myiodynastes maculatus;AMNH;7006047;-76263541;7;Coordenadas corresponden a un punto del curso del río Sucio cerca de la cabecera municipal de Dabeiba. No se ajusta a la altura del registro;"Miller; Boyle";2389;1915;2;14;2/14/1915;Colombia;Antioquia;Dabeiba;Dabeiba, río Sucio;Dabeiba, R. Sircio, Antioquia;;;1;-;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4428294095;348139;Cathartes aura;USNM;5683053;-77239188;4;Coordenadas corresponden a Río Nuquí;M. Carriker;330;1951;2;18;2/18/1951;Colombia;Chocó;Nuquí;Nuquí Río, Base Baudó Mountains;Rio Nuqui, Base Baudo Mountains;;;1;USNM-442829,4094911;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4428314095;347759;Cathartes aura;USNM;5683053;-77239188;4;Coordenadas corresponden a Río Nuquí;M. Carriker;330;1951;2;18;2/18/1951;Colombia;Chocó;Nuquí;Nuquí Río, Base Baudó Mountains;Rio Nuqui, Base Baudo Mountains;;;1;USNM-442831,4094913;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4428364095;336820;Buteo platypterus;USNM;5683053;-77239188;4;Coordenadas corresponden a Río Nuquí;M. Carriker;390;1951;2;23;2/23/1951;Colombia;Chocó;Nuquí;Nuquí Río, Base Baudó Mountains;Rio Nuqui, Base Baudo Mountains;;;1;USNM-442836,4094918;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4428374095;336822;Buteo platypterus;USNM;5683053;-77239188;4;Coordenadas corresponden a Río Nuquí;M. Carriker;390;1951;2;25;2/25/1951;Colombia;Chocó;Nuquí;Nuquí Río, Base Baudó Mountains;Rio Nuqui, Base Baudo Mountains;;;1;USNM-442837,4094919;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4428384095;336818;Buteo platypterus;USNM;5706103;-77266673;5;Coordenada corresponde a cabecera municipal de Nuquí;M. Carriker;390;1951;1;20;1/20/1951;Colombia;Chocó;Nuquí;Nuquí;Nuqui, Pacific Coast;;;1;USNM-442838,409492;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4428454095;336824;Buteo platypterus;USNM;5683053;-77239188;4;Coordenadas corresponden a Río Nuquí;M. Carriker;390;1951;2;20;2/20/1951;Colombia;Chocó;Nuquí;Nuquí Río, Base Baudó Mountains;Rio Nuqui, Base Baudo Mountains;;;1;USNM-442845,4094927;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4428624216;468595;Numenius phaeopus;USNM;5706103;-77266673;5;Coordenada corresponde a cabecera municipal de Nuquí;M. Carriker;480;1951;1;22;1/22/1951;Colombia;Chocó;Nuquí;Nuquí;Nuqui;;;1;USNM-442862,4216295;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4428634216;349696;Tringa semipalmata;USNM;5706103;-77266673;5;Coordenada corresponde a cabecera municipal de Nuquí;M. Carriker;520;1951;1;22;1/22/1951;Colombia;Chocó;Nuquí;Nuquí;Nuqui;;;1;USNM-442863,4216296;FEMALE 
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4428644216;557028;Tringa melanoleuca;USNM;5683053;-77239188;4;Coordenadas corresponden a Río Nuquí;M. Carriker;519;1951;2;12;2/12/1951;Colombia;Chocó;Nuquí;Nuquí Río, Base Baudó Mountains;Rio Nuqui, Base Baudo Mountains;;;1;USNM-442864,4216297;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4428654242;306014;Actitis macularius;USNM;5706103;-77266673;5;Coordenada corresponde a cabecera municipal de Nuquí;M. Carriker;516;1951;1;22;1/22/1951;Colombia;Chocó;Nuquí;Nuquí;Nuqui;;;1;USNM-442865,4242451;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4428664216;339653;Calidris alba;USNM;5706103;-77266673;5;Coordenada corresponde a cabecera municipal de Nuquí;M. Carriker;493;1951;1;27;1/27/1951;Colombia;Chocó;Nuquí;Nuquí;Nuqui;;;1;USNM-442866,4216298;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4428674216;353457;Charadrius semipalmatus;USNM;5706103;-77266673;5;Coordenada corresponde a cabecera municipal de Nuquí;M. Carriker;458;1951;1;24;1/24/1951;Colombia;Chocó;Nuquí;Nuquí;Nuqui, Pacific Coast;;;1;USNM-442867,4216299;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4428684216;353458;Charadrius semipalmatus;USNM;5706103;-77266673;5;Coordenada corresponde a cabecera municipal de Nuquí;M. Carriker;458;1951;1;24;1/24/1951;Colombia;Chocó;Nuquí;Nuquí;Nuqui, Pacific Coast;;;1;USNM-442868,42163;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4428694216;353459;Charadrius semipalmatus;USNM;5706103;-77266673;5;Coordenada corresponde a cabecera municipal de Nuquí;M. Carriker;458;1951;1;24;1/24/1951;Colombia;Chocó;Nuquí;Nuquí;Nuqui, Pacific Coast;;;1;USNM-442869,4216301;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4428704216;353460;Charadrius semipalmatus;USNM;5706103;-77266673;5;Coordenada corresponde a cabecera municipal de Nuquí;M. Carriker;458;1951;2;2;2/02/1951;Colombia;Chocó;Nuquí;Nuquí;Nuqui, Pacific Coast;;;1;USNM-442870,4216302;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4428714216;353461;Charadrius semipalmatus;USNM;5706103;-77266673;5;Coordenada corresponde a cabecera municipal de Nuquí;M. Carriker;458;1951;1;27;1/27/1951;Colombia;Chocó;Nuquí;Nuquí;Nuqui, Pacific Coast;;;1;USNM-442871,4216303;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4428724216;353462;Charadrius semipalmatus;USNM;5706103;-77266673;5;Coordenada corresponde a cabecera municipal de Nuquí;M. Carriker;458;1951;2;2;2/02/1951;Colombia;Chocó;Nuquí;Nuquí;Nuqui, Pacific Coast;;;1;USNM-442872,4216304;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4434704337;396970;Empidonax virescens;USNM;4133333;-77066667;4;Coordenadas corresponden a Muchimbo, ubicdo en cercanias de la desembocadura del Río Calima sobre el Río San Juan;M. Carriker;2287;1951;1;9;1/09/1951;Colombia;Valle del Cauca;Buenaventura;Muchimbo, Rio San Juan, 1.6 km below mouth of Rio Calima;Punto Muchimbo, Rio San Juan, 1 mi below mouth Rio Calima;;;1;USNM-443470,43371;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4434714337;396963;Empidonax virescens;USNM;5954129;-77285893;4;Coordenada corresponde a Rio Jurubidá;M. Carriker;2287;1951;4;5;4/05/1951;Colombia;Chocó;Nuquí;Jurubidá Río, Baudó mountains;Rio Jurubidá, Baudo Mountains;;;1;USNM-443471,4337101;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4434724337;396964;Empidonax virescens;USNM;5954129;-77285893;4;Coordenada corresponde a Rio Jurubidá;M. Carriker;2287;1951;3;21;3/21/1951;Colombia;Chocó;Nuquí;Jurubidá Río, Baudó mountains;Rio Jurubidá, Baudo Mountains;;;1;USNM-443472,4337109;UNKNOWN
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4434774325;373067;Contopus virens;USNM;5706103;-77266673;5;Coordenada corresponde a cabecera municipal de Nuquí;M. Carriker;2293;1951;3;2;3/02/1951;Colombia;Chocó;Nuquí;Nuquí;Nuqui, Pacific Coast;;KEN;1;USNM-443477,4325072;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4434934372;458550;Myiodynastes maculatus;USNM;5683053;-77239188;4;Coordenadas corresponden a Río Nuquí;M. Carriker;2389;1951;2;17;2/17/1951;Colombia;Chocó;Nuquí;Nuquí Río, Base Baudó Mountains;Rio Nuqui, Base Baudo Mountains;;;1;USNM-443493,4371748;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4434944372;458551;Myiodynastes maculatus;USNM;5683053;-77239188;4;Coordenadas corresponden a Río Nuquí;M. Carriker;2389;1951;2;17;2/17/1951;Colombia;Chocó;Nuquí;Nuquí Río, Base Baudó Mountains;Rio Nuqui, Base Baudo Mountains;;;1;USNM-443494,4371749;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4435014357;454230;Myiarchus crinitus;USNM;5706103;-77266673;5;Coordenada corresponde a cabecera municipal de Nuquí;M. Carriker;2418;1951;1;27;1/27/1951;Colombia;Chocó;Nuquí;Nuquí;Nuqui, Pacific Coast;;;1;USNM-443501,4357157;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4435034357;454231;Myiarchus crinitus;USNM;5706103;-77266673;5;Coordenada corresponde a cabecera municipal de Nuquí;M. Carriker;2418;1951;1;30;1/30/1951;Colombia;Chocó;Nuquí;Nuquí;Nuqui, Pacific Coast;;;1;USNM-443503,4357158;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4435064357;454227;Myiarchus crinitus;USNM;4133333;-77066667;4;Coordenadas corresponden a Muchimbo, ubicdo en cercanias de la desembocadura del Río Calima sobre el Río San Juan;M. Carriker;2418;1950;12;30;12/30/1950;Colombia;Valle Del Cauca;Buenaventura;Muchimbo, Rio San Juan, Below Mouth of Rio Calima;Punto Muchimbo, Rio San Juan, just below mouth Rio Calima;;;1;USNM-443506,4357151;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4435074357;454228;Myiarchus crinitus;USNM;4133333;-77066667;4;Coordenadas corresponden a Muchimbo, ubicdo en cercanias de la desembocadura del Río Calima sobre el Río San Juan;M. Carriker;2418;1951;1;8;1/08/1951;Colombia;Valle Del Cauca;Buenaventura;Muchimbo, Rio San Juan, Below Mouth of Rio Calima;Punto Muchimbo, Rio San Juan, just below mouth Rio Calima;;;1;USNM-443507,4357159;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4435714382;349561;Catharus ustulatus;USNM;5954129;-77285893;4;Coordenada corresponde a Rio Jurubidá;M. Carriker;2710;1951;3;19;3/19/1951;Colombia;Chocó;Nuquí;Jurubidá Río, Baudó mountains;Rio Jurubidá, Baudo Mountains;;KEN;1;USNM-443571,4382468;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4435924095;332318;Bombycilla cedrorum;USNM;5706103;-77266673;5;Coordenada corresponde a cabecera municipal de Nuquí;M. Carriker;2702;1951;2;8;2/08/1951;Colombia;Chocó;Nuquí;Nuquí;Nuqui, Pacific Coast;;;V;USNM-443592,4095014;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4436844236;449914;Mniotilta varia;USNM;3245057;-76476698;4;Coordenadas corresponden al Río Cauca en Jamundí;M. Carriker;3209;1950;12;17;12/17/1950;Colombia;Valle del Cauca;Jamundí;Cauca Río;Jamundi, Rio Cauca;;;1;USNM-443684,4236463;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4436854277;501509;Protonotaria citrea;USNM;57125;-772708;5;Coordenada corresponde a cabecera municipal de Nuquí;M. Carriker;3210;1951;1;22;1/22/1951;Colombia;Chocó;Nuquí;Nuquí;Nuqui, Pacific Coast;;;1;USNM-443685,4277287;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4436864274;385580;Setophaga castanea;USNM;5706103;-77266673;5;Coordenada corresponde a cabecera municipal de Nuquí;M. Carriker;3225;1951;1;22;1/22/1951;Colombia;Chocó;Nuquí;Nuquí;Nuqui, Pacific Coast;;;1;USNM-443686,4273807;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4436874274;385562;Setophaga castanea;USNM;5954129;-77285893;4;Coordenada corresponde a Rio Jurubidá;M. Carriker;3225;1951;3;19;3/19/1951;Colombia;Chocó;Nuquí;Jurubidá Río, Baudó mountains;Rio Jurubidá, Baudo Mountains;;;1;USNM-443687,4273825;MALE 
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4436884293;386881;Setophaga petechia;USNM;5706103;-77266673;5;Coordenada corresponde a cabecera municipal de Nuquí;M. Carriker;3227;1951;2;9;2/09/1951;Colombia;Chocó;Nuquí;Nuquí;Nuqui, Pacific Coast;;;1;USNM-443688,4292656;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4436894293;386882;Setophaga petechia;USNM;5706103;-77266673;5;Coordenada corresponde a cabecera municipal de Nuquí;M. Carriker;3227;1951;2;9;2/09/1951;Colombia;Chocó;Nuquí;Nuquí;Nuqui, Pacific Coast;;;1;USNM-443689,4292667;FEMALE
